State,District,Year,Education_Literacy_Index,Healthcare_Access_Index,Food_Security_Index,Employment_Income_Index
Chhattisgarh,CG_District_3,2023,67.35,62.63,77.26,50.62
Chhattisgarh,CG_District_4,2018,63.13,53.81,50.67,40.97
Chhattisgarh,CG_District_4,2019,64.45,54.62,51.99,42.22
Chhattisgarh,CG_District_4,2020,66.02,55.52,52.88,42.96
Chhattisgarh,CG_District_4,2021,68.17,57.14,53.11,45.31
Chhattisgarh,CG_District_4,2022,67.0,59.76,56.91,46.61
Chhattisgarh,CG_District_4,2023,68.3,61.43,54.48,49.23
Chhattisgarh,CG_District_5,2018,58.77,69.75,68.56,41.84
Chhattisgarh,CG_District_5,2019,60.4,71.39,69.51,42.85
Chhattisgarh,CG_District_5,2020,61.18,71.48,70.6,44.72
Chhattisgarh,CG_District_5,2021,62.31,74.0,73.09,44.82
Chhattisgarh,CG_District_5,2022,63.53,73.26,72.58,46.94
Chhattisgarh,CG_District_5,2023,64.21,77.87,75.86,50.01
Chhattisgarh,CG_District_6,2018,68.43,68.23,67.51,43.14
Chhattisgarh,CG_District_6,2019,69.52,69.62,69.0,44.25
Chhattisgarh,CG_District_6,2020,70.38,71.73,69.16,46.54
Chhattisgarh,CG_District_6,2021,72.65,72.86,72.12,46.32
Chhattisgarh,CG_District_6,2022,72.78,71.48,73.8,47.15
Chhattisgarh,CG_District_6,2023,77.0,75.03,73.98,50.4
Chhattisgarh,CG_District_7,2018,66.41,45.14,72.32,59.02
Chhattisgarh,CG_District_7,2019,67.3,46.53,73.87,59.97
Chhattisgarh,CG_District_7,2020,68.08,48.27,74.56,62.15
Chhattisgarh,CG_District_7,2021,71.47,48.45,76.16,63.56
Chhattisgarh,CG_District_7,2022,72.73,52.12,75.17,62.87
Chhattisgarh,CG_District_7,2023,71.71,49.67,76.67,64.12
Chhattisgarh,CG_District_8,2018,71.83,58.43,67.83,63.49
Chhattisgarh,CG_District_8,2019,72.92,59.89,68.95,64.83
Chhattisgarh,CG_District_8,2020,74.51,60.18,70.58,66.77
Chhattisgarh,CG_District_8,2021,75.53,63.04,72.16,68.08
Chhattisgarh,CG_District_8,2022,76.8,65.59,70.76,66.91
Chhattisgarh,CG_District_8,2023,76.07,65.42,72.68,69.78
Chhattisgarh,CG_District_9,2018,66.95,46.13,53.35,54.58
Chhattisgarh,CG_District_9,2019,68.27,47.64,54.94,55.96
Chhattisgarh,CG_District_9,2020,70.5,49.2,55.14,57.95
Chhattisgarh,CG_District_9,2021,71.99,50.71,57.45,57.81
Chhattisgarh,CG_District_9,2022,71.94,53.11,57.64,58.21
Chhattisgarh,CG_District_9,2023,73.61,51.93,59.99,59.21
Chhattisgarh,CG_District_10,2018,55.58,64.46,66.94,60.61
Chhattisgarh,CG_District_10,2019,57.19,65.6,68.27,61.85
Chhattisgarh,CG_District_10,2020,59.05,68.01,68.18,64.18
Chhattisgarh,CG_District_10,2021,58.56,69.43,71.63,63.15
Chhattisgarh,CG_District_10,2022,60.45,71.41,70.96,66.87
Chhattisgarh,CG_District_10,2023,62.39,71.59,71.24,65.13
Chhattisgarh,CG_District_11,2018,74.33,69.1,69.26,50.28
Chhattisgarh,CG_District_11,2019,75.9,70.86,70.15,51.52
Chhattisgarh,CG_District_11,2020,77.55,71.74,71.03,52.81
Chhattisgarh,CG_District_11,2021,76.9,71.78,73.4,54.6
Chhattisgarh,CG_District_11,2022,78.94,72.79,74.08,56.25
Chhattisgarh,CG_District_11,2023,82.82,74.33,74.14,57.7
Chhattisgarh,CG_District_12,2018,66.56,46.67,50.57,49.6
Chhattisgarh,CG_District_12,2019,67.58,47.91,51.55,51.05
Chhattisgarh,CG_District_12,2020,68.91,49.48,52.56,51.44
Chhattisgarh,CG_District_12,2021,69.8,49.42,54.45,54.32
Chhattisgarh,CG_District_12,2022,71.98,53.47,55.29,55.33
Chhattisgarh,CG_District_12,2023,71.66,55.47,57.45,56.32
Chhattisgarh,CG_District_13,2018,72.89,58.44,63.63,45.03
Chhattisgarh,CG_District_13,2019,74.0,59.27,64.89,46.36
Chhattisgarh,CG_District_13,2020,75.34,61.36,66.65,48.1
Chhattisgarh,CG_District_13,2021,76.76,63.5,66.82,49.17
Chhattisgarh,CG_District_13,2022,76.17,62.43,66.7,50.95
Chhattisgarh,CG_District_13,2023,79.27,64.86,66.65,51.65
Chhattisgarh,CG_District_14,2018,68.52,52.27,50.99,58.58
Chhattisgarh,CG_District_14,2019,69.56,53.76,52.25,59.5
Chhattisgarh,CG_District_14,2020,70.83,55.24,52.53,61.22
Chhattisgarh,CG_District_14,2021,72.72,55.11,53.86,62.49
Chhattisgarh,CG_District_14,2022,74.73,58.53,56.93,63.41
Chhattisgarh,CG_District_14,2023,74.6,58.27,55.13,64.97
Chhattisgarh,CG_District_15,2018,57.77,50.51,69.04,54.16
Chhattisgarh,CG_District_15,2019,58.8,51.99,70.06,55.91
Chhattisgarh,CG_District_15,2020,61.21,52.5,71.82,56.03
Chhattisgarh,CG_District_15,2021,62.46,55.24,73.33,58.94
Chhattisgarh,CG_District_15,2022,63.52,54.92,73.54,57.81
Chhattisgarh,CG_District_15,2023,64.82,59.34,73.94,60.67
Chhattisgarh,CG_District_16,2018,67.58,63.4,57.57,59.01
Chhattisgarh,CG_District_16,2019,69.3,64.63,58.84,60.54
Chhattisgarh,CG_District_16,2020,70.95,66.07,59.82,62.11
Chhattisgarh,CG_District_16,2021,70.04,66.82,59.88,61.94
Chhattisgarh,CG_District_16,2022,74.54,67.57,61.11,62.83
Chhattisgarh,CG_District_16,2023,73.8,68.93,63.24,67.64
Chhattisgarh,CG_District_17,2018,51.93,64.09,73.54,49.76
Chhattisgarh,CG_District_17,2019,53.02,65.65,74.26,51.25
Chhattisgarh,CG_District_17,2020,54.05,65.75,76.39,53.09
Chhattisgarh,CG_District_17,2021,57.19,67.1,77.32,53.2
Chhattisgarh,CG_District_17,2022,58.3,67.48,78.69,55.05
Chhattisgarh,CG_District_17,2023,56.86,72.68,81.44,54.22
Chhattisgarh,CG_District_18,2018,53.15,61.57,61.49,58.48
Chhattisgarh,CG_District_18,2019,54.72,63.08,62.46,59.8
Chhattisgarh,CG_District_18,2020,55.04,63.92,64.55,61.39
Chhattisgarh,CG_District_18,2021,56.08,64.58,65.46,62.28
Chhattisgarh,CG_District_18,2022,57.09,66.33,66.76,64.81
Chhattisgarh,CG_District_18,2023,60.39,68.39,68.0,63.28
Chhattisgarh,CG_District_19,2018,72.01,54.24,61.26,52.34
Chhattisgarh,CG_District_19,2019,73.57,55.74,62.06,53.72
Chhattisgarh,CG_District_19,2020,75.33,56.1,63.04,54.9
Chhattisgarh,CG_District_19,2021,76.35,58.45,65.99,54.77
Chhattisgarh,CG_District_19,2022,78.45,58.01,64.92,58.16
Chhattisgarh,CG_District_19,2023,79.11,62.66,67.99,60.72
Chhattisgarh,CG_District_20,2018,58.31,47.83,54.43,51.12
Chhattisgarh,CG_District_20,2019,59.18,48.98,55.67,52.88
Chhattisgarh,CG_District_20,2020,59.98,50.9,57.23,54.45
Chhattisgarh,CG_District_20,2021,62.27,50.8,57.11,54.93
Chhattisgarh,CG_District_20,2022,62.43,52.35,56.95,55.81
Chhattisgarh,CG_District_20,2023,62.86,52.15,61.09,58.24
Assam,AS_District_1,2018,65.72,51.5,74.26,59.4
Assam,AS_District_1,2019,66.72,52.67,75.43,60.99
Assam,AS_District_1,2020,67.76,53.17,77.19,62.53
Assam,AS_District_1,2021,70.34,55.94,77.15,63.31
Assam,AS_District_1,2022,69.25,57.08,80.38,63.92
Assam,AS_District_1,2023,73.24,58.53,79.69,63.72
Assam,AS_District_2,2018,67.5,49.75,61.32,53.17
Assam,AS_District_2,2019,68.72,51.04,62.78,54.9
Assam,AS_District_2,2020,70.24,52.99,64.19,55.58
Assam,AS_District_2,2021,72.79,54.61,64.39,57.11
Assam,AS_District_2,2022,73.55,55.84,67.57,58.71
Assam,AS_District_2,2023,75.39,53.84,68.72,59.9
Assam,AS_District_3,2018,74.23,46.74,70.45,61.12
Assam,AS_District_3,2019,75.57,48.19,71.36,62.49
Assam,AS_District_3,2020,77.66,49.38,73.4,63.49
Assam,AS_District_3,2021,79.04,49.88,73.17,66.03
Assam,AS_District_3,2022,79.94,50.59,75.69,67.35
Assam,AS_District_3,2023,80.21,53.0,74.47,65.36
Assam,AS_District_4,2018,60.49,69.29,70.16,50.4
Assam,AS_District_4,2019,61.67,70.1,71.72,51.27
Assam,AS_District_4,2020,63.06,70.93,72.42,53.23
Assam,AS_District_4,2021,63.17,72.47,73.71,55.76
Assam,AS_District_4,2022,65.87,74.66,72.8,56.43
Assam,AS_District_4,2023,67.96,74.43,73.43,54.89
Assam,AS_District_5,2018,69.01,55.25,55.71,63.05
Assam,AS_District_5,2019,69.96,56.48,57.01,64.12
Assam,AS_District_5,2020,70.92,58.81,58.0,64.85
Assam,AS_District_5,2021,71.9,58.48,57.87,67.56
Assam,AS_District_5,2022,73.15,59.73,61.65,67.22
Assam,AS_District_5,2023,73.06,62.64,58.84,71.6
Assam,AS_District_6,2018,70.3,69.98,63.71,59.02
Assam,AS_District_6,2019,71.79,71.4,65.13,60.22
Assam,AS_District_6,2020,72.1,72.05,66.67,62.1
Assam,AS_District_6,2021,75.17,75.17,66.22,61.98
Assam,AS_District_6,2022,77.12,73.78,69.88,63.45
Assam,AS_District_6,2023,79.22,76.49,69.31,67.75
Assam,AS_District_7,2018,54.58,46.54,71.52,49.1
Assam,AS_District_7,2019,55.73,47.38,72.39,50.09
Assam,AS_District_7,2020,56.6,49.08,74.25,51.42
Assam,AS_District_7,2021,57.66,50.73,73.39,52.42
Assam,AS_District_7,2022,58.64,52.17,76.43,53.04
Assam,AS_District_7,2023,60.45,50.8,76.0,55.95
Assam,AS_District_8,2018,68.68,63.52,65.84,63.78
Assam,AS_District_8,2019,69.7,64.58,66.65,64.99
Assam,AS_District_8,2020,71.27,65.6,68.29,65.6
Assam,AS_District_8,2021,71.84,67.56,69.15,66.7
Assam,AS_District_8,2022,74.84,68.47,69.14,70.17
Assam,AS_District_8,2023,77.56,69.35,72.78,69.46
Assam,AS_District_9,2018,53.96,69.66,58.08,57.24
Assam,AS_District_9,2019,55.73,71.4,59.5,58.5
Assam,AS_District_9,2020,56.21,71.8,60.97,60.75
Assam,AS_District_9,2021,56.97,73.78,62.02,60.67
Assam,AS_District_9,2022,58.58,74.19,61.39,64.19
Assam,AS_District_9,2023,60.82,77.27,63.48,66.0
Assam,AS_District_10,2018,62.64,55.28,57.11,53.83
Assam,AS_District_10,2019,63.5,56.91,58.54,54.77
Assam,AS_District_10,2020,66.21,57.82,59.79,57.11
Assam,AS_District_10,2021,66.3,58.9,58.99,58.04
Assam,AS_District_10,2022,66.51,61.83,60.58,58.62
Assam,AS_District_10,2023,70.17,61.63,62.78,58.45
Assam,AS_District_11,2018,52.47,55.05,58.97,59.76
Assam,AS_District_11,2019,53.54,56.73,60.36,60.95
Assam,AS_District_11,2020,55.03,57.61,60.54,63.01
Assam,AS_District_11,2021,55.25,59.51,61.46,64.29
Assam,AS_District_11,2022,57.72,61.65,65.17,63.53
Assam,AS_District_11,2023,58.66,59.23,62.86,66.37
Assam,AS_District_12,2018,53.46,61.18,52.12,63.66
Assam,AS_District_12,2019,54.88,62.75,53.41,65.13
Assam,AS_District_12,2020,57.02,64.21,53.64,67.17
Assam,AS_District_12,2021,56.67,66.08,54.88,67.43
Assam,AS_District_12,2022,59.12,66.84,55.19,70.79
Assam,AS_District_12,2023,61.8,68.36,59.34,70.88
Assam,AS_District_13,2018,60.09,53.02,60.99,49.56
Assam,AS_District_13,2019,61.22,54.74,61.64,50.76
Assam,AS_District_13,2020,62.57,55.78,62.97,52.04
Assam,AS_District_13,2021,63.71,56.41,63.34,52.37
Assam,AS_District_13,2022,63.49,59.73,67.13,54.98
Assam,AS_District_13,2023,64.17,58.77,65.81,54.43
Assam,AS_District_14,2018,70.97,48.57,73.92,61.62
Assam,AS_District_14,2019,72.33,50.05,74.83,62.81
Assam,AS_District_14,2020,73.12,50.47,75.68,65.0
Assam,AS_District_14,2021,75.52,53.16,77.73,66.25
Assam,AS_District_14,2022,77.7,54.61,78.65,64.83
Assam,AS_District_14,2023,76.97,54.59,77.91,68.47
Assam,AS_District_15,2018,72.11,65.17,65.86,59.82
Assam,AS_District_15,2019,73.86,66.27,66.56,61.12
Assam,AS_District_15,2020,74.1,67.25,67.34,62.08
Assam,AS_District_15,2021,76.46,69.24,69.33,62.41
Assam,AS_District_15,2022,76.43,72.16,71.31,63.39
Assam,AS_District_15,2023,76.38,71.33,73.5,67.92
Assam,AS_District_16,2018,65.34,52.95,66.95,60.62
Assam,AS_District_16,2019,66.19,54.37,67.65,61.93
Assam,AS_District_16,2020,67.74,55.92,68.59,62.49
Assam,AS_District_16,2021,70.46,55.46,70.06,64.77
Assam,AS_District_16,2022,71.95,60.0,70.28,66.86
Assam,AS_District_16,2023,74.25,60.88,72.39,69.14
Assam,AS_District_17,2018,71.02,54.69,61.1,60.9
Assam,AS_District_17,2019,72.44,56.03,61.95,62.47
Assam,AS_District_17,2020,72.93,57.07,62.79,63.09
Assam,AS_District_17,2021,75.23,57.61,63.63,65.78
Assam,AS_District_17,2022,77.17,58.59,65.29,65.88
Assam,AS_District_17,2023,78.6,63.04,64.82,65.26
Assam,AS_District_18,2018,63.03,65.11,70.67,46.63
Assam,AS_District_18,2019,64.53,66.15,71.71,47.58
Assam,AS_District_18,2020,65.49,68.26,72.28,49.8
Assam,AS_District_18,2021,66.02,69.13,72.47,49.99
Assam,AS_District_18,2022,66.51,69.48,74.08,51.63
Assam,AS_District_18,2023,68.06,71.11,76.85,53.68
Assam,AS_District_19,2018,57.29,69.5,55.24,45.16
Assam,AS_District_19,2019,58.35,70.55,56.13,46.86
Assam,AS_District_19,2020,59.18,72.96,58.36,47.63
Assam,AS_District_19,2021,61.02,74.56,57.08,48.83
Assam,AS_District_19,2022,60.79,76.2,60.33,49.65
Assam,AS_District_19,2023,64.28,73.73,61.26,50.7
Assam,AS_District_20,2018,72.52,61.23,61.65,58.86
Assam,AS_District_20,2019,73.37,62.81,62.63,59.72
Assam,AS_District_20,2020,75.23,63.52,63.32,61.54
Assam,AS_District_20,2021,75.46,65.67,63.97,62.27
Assam,AS_District_20,2022,77.98,66.76,65.1,65.91
Assam,AS_District_20,2023,79.3,67.79,69.58,63.09
Telangana,TS_District_1,2018,74.54,65.35,56.84,57.49
Telangana,TS_District_1,2019,75.97,67.11,58.31,58.8
Telangana,TS_District_1,2020,77.96,67.79,59.27,60.14
Telangana,TS_District_1,2021,79.7,67.8,60.18,60.04
Telangana,TS_District_1,2022,81.31,70.55,62.56,61.19
Telangana,TS_District_1,2023,79.67,70.98,63.18,61.52
Telangana,TS_District_2,2018,74.29,59.73,52.03,49.87
Telangana,TS_District_2,2019,75.47,61.17,52.94,50.92
Telangana,TS_District_2,2020,77.85,61.89,54.3,52.11
Telangana,TS_District_2,2021,78.34,63.49,55.25,54.5
Telangana,TS_District_2,2022,80.07,65.78,57.07,53.57
Telangana,TS_District_2,2023,79.2,65.9,55.72,58.7
Telangana,TS_District_3,2018,51.86,55.24,57.41,58.7
Telangana,TS_District_3,2019,52.91,57.03,58.8,60.38
Telangana,TS_District_3,2020,54.06,57.93,59.35,60.73
Telangana,TS_District_3,2021,55.89,59.14,61.42,63.31
Telangana,TS_District_3,2022,55.79,59.25,60.06,62.95
Telangana,TS_District_3,2023,56.39,63.22,61.34,63.48
Telangana,TS_District_4,2018,50.21,60.33,61.24,48.06
Telangana,TS_District_4,2019,51.67,61.68,62.75,49.06
Telangana,TS_District_4,2020,52.49,62.56,63.79,50.53
Telangana,TS_District_4,2021,54.74,63.16,64.53,51.13
Telangana,TS_District_4,2022,55.81,65.79,66.11,52.91
Telangana,TS_District_4,2023,56.23,65.3,64.37,54.45
Telangana,TS_District_5,2018,73.53,49.59,53.21,53.37
Telangana,TS_District_5,2019,74.89,51.09,54.09,54.56
Telangana,TS_District_5,2020,76.74,52.58,55.09,56.12
Telangana,TS_District_5,2021,76.78,53.33,57.76,56.57
Telangana,TS_District_5,2022,80.3,52.98,57.86,59.6
Telangana,TS_District_5,2023,79.12,58.55,61.2,60.88
Telangana,TS_District_6,2018,54.66,46.99,57.54,62.88
Telangana,TS_District_6,2019,56.11,48.23,59.01,64.49
Telangana,TS_District_6,2020,56.83,48.63,59.39,64.64
Telangana,TS_District_6,2021,58.37,50.47,60.15,66.49
Telangana,TS_District_6,2022,60.79,51.86,62.97,67.63
Telangana,TS_District_6,2023,63.34,55.21,60.94,71.49
Telangana,TS_District_7,2018,66.97,53.35,58.58,42.61
Telangana,TS_District_7,2019,67.84,54.63,59.94,44.34
Telangana,TS_District_7,2020,69.96,56.58,60.61,44.83
Telangana,TS_District_7,2021,71.94,58.27,61.34,45.08
Telangana,TS_District_7,2022,72.73,58.87,62.97,46.67
Telangana,TS_District_7,2023,74.19,60.23,62.65,46.62
Telangana,TS_District_8,2018,53.65,69.14,59.24,64.69
Telangana,TS_District_8,2019,54.65,70.09,60.72,65.69
Telangana,TS_District_8,2020,57.18,71.86,61.2,68.07
Telangana,TS_District_8,2021,56.45,71.6,62.84,67.87
Telangana,TS_District_8,2022,60.54,74.42,63.06,69.59
Telangana,TS_District_8,2023,62.3,76.11,66.67,73.55
Telangana,TS_District_9,2018,58.35,55.41,63.6,64.1
Telangana,TS_District_9,2019,60.06,56.62,64.35,65.68
Telangana,TS_District_9,2020,61.05,58.82,66.77,66.16
Telangana,TS_District_9,2021,62.65,58.62,67.89,68.83
Telangana,TS_District_9,2022,63.65,60.96,67.63,71.0
Telangana,TS_District_9,2023,63.2,63.92,67.77,68.79
Telangana,TS_District_10,2018,60.34,57.47,53.53,43.96
Telangana,TS_District_10,2019,61.36,58.89,55.04,45.76
Telangana,TS_District_10,2020,62.95,60.52,55.27,46.3
Telangana,TS_District_10,2021,64.0,62.23,56.02,48.3
Telangana,TS_District_10,2022,67.24,62.45,58.25,49.82
Telangana,TS_District_10,2023,68.19,65.69,59.39,49.16
Telangana,TS_District_11,2018,65.73,58.09,67.84,64.65
Telangana,TS_District_11,2019,66.7,59.84,68.76,65.62
Telangana,TS_District_11,2020,67.44,61.55,69.11,67.68
Telangana,TS_District_11,2021,68.65,61.54,71.46,67.07
Telangana,TS_District_11,2022,71.01,61.52,71.2,71.03
Telangana,TS_District_11,2023,70.55,63.28,74.82,72.85
Telangana,TS_District_12,2018,63.42,47.22,60.64,63.24
Telangana,TS_District_12,2019,64.94,48.61,61.93,64.11
Telangana,TS_District_12,2020,65.52,50.23,62.74,65.22
Telangana,TS_District_12,2021,66.71,51.48,62.51,68.02
Telangana,TS_District_12,2022,70.35,52.87,65.22,70.22
Telangana,TS_District_12,2023,68.09,53.16,63.84,72.01
Telangana,TS_District_13,2018,67.37,55.8,54.72,44.48
Telangana,TS_District_13,2019,68.9,56.85,56.06,45.96
Telangana,TS_District_13,2020,69.95,59.15,57.55,47.47
Telangana,TS_District_13,2021,70.89,61.03,57.13,48.74
Telangana,TS_District_13,2022,71.03,60.37,60.73,50.49
Telangana,TS_District_13,2023,73.23,61.42,57.73,52.8
Telangana,TS_District_14,2018,58.45,57.03,74.56,59.8
Telangana,TS_District_14,2019,60.22,57.94,75.32,61.6
Telangana,TS_District_14,2020,60.05,58.81,76.68,61.49
Telangana,TS_District_14,2021,63.63,60.11,78.02,64.03
Telangana,TS_District_14,2022,64.91,62.84,79.31,64.58
Telangana,TS_District_14,2023,64.37,63.61,80.06,64.22
Telangana,TS_District_15,2018,71.05,56.2,54.1,48.27
Telangana,TS_District_15,2019,72.37,57.1,54.81,49.92
Telangana,TS_District_15,2020,72.88,59.25,55.71,50.98
Telangana,TS_District_15,2021,73.91,59.7,57.01,51.85
Telangana,TS_District_15,2022,77.92,63.2,59.48,53.12
Telangana,TS_District_15,2023,76.39,63.22,60.83,52.9
Telangana,TS_District_16,2018,69.96,64.95,70.1,46.89
Telangana,TS_District_16,2019,71.55,66.66,71.19,48.44
Telangana,TS_District_16,2020,72.24,66.76,72.97,49.02
Telangana,TS_District_16,2021,75.01,68.71,72.34,50.98
Telangana,TS_District_16,2022,74.38,72.11,74.65,52.02
Telangana,TS_District_16,2023,77.82,73.25,77.81,55.82
Telangana,TS_District_17,2018,70.24,63.04,58.76,62.59
Telangana,TS_District_17,2019,71.43,64.77,60.24,63.87
Telangana,TS_District_17,2020,73.62,65.08,60.56,64.52
Telangana,TS_District_17,2021,72.94,67.0,61.69,65.25
Telangana,TS_District_17,2022,73.65,67.18,62.68,67.52
Telangana,TS_District_17,2023,75.98,67.94,64.32,70.88
Telangana,TS_District_18,2018,52.23,66.91,50.67,45.41
Telangana,TS_District_18,2019,53.15,68.49,51.63,47.11
Telangana,TS_District_18,2020,55.09,70.29,52.32,47.07
Telangana,TS_District_18,2021,56.47,69.55,54.37,48.94
Telangana,TS_District_18,2022,57.74,71.68,55.55,50.06
Telangana,TS_District_18,2023,58.51,73.39,56.62,51.12
Telangana,TS_District_19,2018,70.0,53.93,73.14,54.48
Telangana,TS_District_19,2019,71.4,54.78,73.83,56.2
Telangana,TS_District_19,2020,73.26,57.21,74.64,57.66
Telangana,TS_District_19,2021,73.59,57.87,77.19,57.76
Telangana,TS_District_19,2022,75.18,58.35,79.14,61.62
Telangana,TS_District_19,2023,78.06,59.79,80.98,62.01
Telangana,TS_District_20,2018,60.22,63.57,56.09,58.4
Telangana,TS_District_20,2019,61.25,65.18,56.86,60.09
Telangana,TS_District_20,2020,63.29,67.01,57.4,61.74
Telangana,TS_District_20,2021,63.77,68.95,58.24,63.52
Telangana,TS_District_20,2022,65.17,70.55,60.64,65.53
Telangana,TS_District_20,2023,65.69,68.78,62.51,63.41
Andhra Pradesh,AP_District_1,2018,70.74,61.68,52.47,48.09
Andhra Pradesh,AP_District_1,2019,71.75,63.2,54.03,49.47
Andhra Pradesh,AP_District_1,2020,72.58,63.89,54.72,51.59
Andhra Pradesh,AP_District_1,2021,74.82,65.63,55.18,50.82
Andhra Pradesh,AP_District_1,2022,75.78,66.23,56.39,54.31
Andhra Pradesh,AP_District_1,2023,77.14,69.62,58.36,56.25
Andhra Pradesh,AP_District_2,2018,50.83,65.82,74.38,64.62
Andhra Pradesh,AP_District_2,2019,51.99,67.23,75.06,66.15
Andhra Pradesh,AP_District_2,2020,52.6,69.14,76.35,66.28
Andhra Pradesh,AP_District_2,2021,54.16,71.13,76.31,67.14
Andhra Pradesh,AP_District_2,2022,54.45,72.24,79.41,70.36
Andhra Pradesh,AP_District_2,2023,59.36,69.92,81.51,69.08
Andhra Pradesh,AP_District_3,2018,57.8,64.63,56.8,61.13
Andhra Pradesh,AP_District_3,2019,59.03,65.52,57.81,62.06
Andhra Pradesh,AP_District_3,2020,61.04,67.4,59.06,63.57
Andhra Pradesh,AP_District_3,2021,62.09,68.35,60.82,65.6
Andhra Pradesh,AP_District_3,2022,64.03,70.44,60.71,64.92
Andhra Pradesh,AP_District_3,2023,64.28,68.92,64.26,67.15
Andhra Pradesh,AP_District_4,2018,71.22,64.89,50.91,42.23
Andhra Pradesh,AP_District_4,2019,72.86,66.42,52.02,43.91
Andhra Pradesh,AP_District_4,2020,73.35,68.42,53.87,45.52
Andhra Pradesh,AP_District_4,2021,74.0,69.24,53.52,47.1
Andhra Pradesh,AP_District_4,2022,76.98,70.83,55.69,46.54
Andhra Pradesh,AP_District_4,2023,77.07,71.77,57.62,47.93
Andhra Pradesh,AP_District_5,2018,62.98,57.99,73.18,46.93
Andhra Pradesh,AP_District_5,2019,64.23,59.01,74.04,48.65
Andhra Pradesh,AP_District_5,2020,65.37,60.34,74.85,50.29
Andhra Pradesh,AP_District_5,2021,67.43,62.51,77.2,51.2
Andhra Pradesh,AP_District_5,2022,68.04,61.34,77.91,54.1
Andhra Pradesh,AP_District_5,2023,71.33,65.0,78.93,54.71
Andhra Pradesh,AP_District_6,2018,53.47,57.75,52.58,46.34
Andhra Pradesh,AP_District_6,2019,54.99,58.7,53.36,47.41
Andhra Pradesh,AP_District_6,2020,56.21,60.97,54.0,48.14
Andhra Pradesh,AP_District_6,2021,58.24,60.45,56.49,50.79
Andhra Pradesh,AP_District_6,2022,59.77,63.55,55.61,50.94
Andhra Pradesh,AP_District_6,2023,57.94,64.38,56.13,55.16
Andhra Pradesh,AP_District_7,2018,64.48,60.84,54.23,43.84
Andhra Pradesh,AP_District_7,2019,66.25,61.75,55.06,44.85
Andhra Pradesh,AP_District_7,2020,67.74,63.99,56.95,46.26
Andhra Pradesh,AP_District_7,2021,68.76,65.37,57.1,49.11
Andhra Pradesh,AP_District_7,2022,71.53,64.18,57.35,48.97
Andhra Pradesh,AP_District_7,2023,71.63,68.74,59.5,48.29
Andhra Pradesh,AP_District_8,2018,62.27,66.09,70.65,62.68
Andhra Pradesh,AP_District_8,2019,64.05,67.25,71.53,63.75
Andhra Pradesh,AP_District_8,2020,64.71,68.29,73.29,64.3
Andhra Pradesh,AP_District_8,2021,66.09,69.35,74.94,65.56
Andhra Pradesh,AP_District_8,2022,66.75,69.36,76.36,68.83
Andhra Pradesh,AP_District_8,2023,70.2,73.59,75.87,66.8
Andhra Pradesh,AP_District_9,2018,63.59,53.26,69.52,52.62
Andhra Pradesh,AP_District_9,2019,64.58,54.26,70.42,53.48
Andhra Pradesh,AP_District_9,2020,65.3,55.17,70.9,54.5
Andhra Pradesh,AP_District_9,2021,67.01,58.35,72.74,56.35
Andhra Pradesh,AP_District_9,2022,70.75,58.27,73.54,59.33
Andhra Pradesh,AP_District_9,2023,67.65,61.82,77.42,59.68
Andhra Pradesh,AP_District_10,2018,68.74,67.52,56.78,56.73
Andhra Pradesh,AP_District_10,2019,69.57,69.01,58.03,58.14
Andhra Pradesh,AP_District_10,2020,70.86,70.19,58.75,58.36
Andhra Pradesh,AP_District_10,2021,73.06,70.44,61.11,60.7
Andhra Pradesh,AP_District_10,2022,72.54,70.75,60.2,60.21
Andhra Pradesh,AP_District_10,2023,75.47,75.1,62.34,64.44
Andhra Pradesh,AP_District_11,2018,55.17,51.89,68.6,58.79
Andhra Pradesh,AP_District_11,2019,56.83,53.49,69.2,60.01
Andhra Pradesh,AP_District_11,2020,58.38,55.26,70.07,61.27
Andhra Pradesh,AP_District_11,2021,58.76,57.24,71.13,61.92
Andhra Pradesh,AP_District_11,2022,59.79,58.95,73.81,62.39
Andhra Pradesh,AP_District_11,2023,59.57,59.52,72.8,64.29
Andhra Pradesh,AP_District_12,2018,61.83,55.06,66.07,61.24
Andhra Pradesh,AP_District_12,2019,63.32,56.43,66.85,62.92
Andhra Pradesh,AP_District_12,2020,65.03,58.49,67.28,62.92
Andhra Pradesh,AP_District_12,2021,66.24,60.28,67.99,66.05
Andhra Pradesh,AP_District_12,2022,68.81,61.66,69.73,65.03
Andhra Pradesh,AP_District_12,2023,68.98,62.8,70.39,66.51
Andhra Pradesh,AP_District_13,2018,50.71,56.39,54.16,59.7
Andhra Pradesh,AP_District_13,2019,52.04,58.1,54.97,61.15
Andhra Pradesh,AP_District_13,2020,54.17,59.8,56.22,61.36
Andhra Pradesh,AP_District_13,2021,53.97,61.53,57.46,62.13
Andhra Pradesh,AP_District_13,2022,54.86,62.15,59.21,65.43
Andhra Pradesh,AP_District_13,2023,55.99,64.15,58.38,66.57
Andhra Pradesh,AP_District_14,2018,70.41,68.17,73.53,54.31
Andhra Pradesh,AP_District_14,2019,72.14,69.95,74.64,55.34
Andhra Pradesh,AP_District_14,2020,72.72,71.09,75.64,57.56
Andhra Pradesh,AP_District_14,2021,74.19,70.73,76.49,59.0
Andhra Pradesh,AP_District_14,2022,74.15,73.1,77.58,57.53
Andhra Pradesh,AP_District_14,2023,74.96,74.11,77.3,62.98
